uidA,uidB,aliasA,aliasB,interactionType
O95863,A0A024R0G8,SNAI1,SIRT2,MI:0915(physical association)
Q0VAA5,P01112,PLCXD2,HRAS,MI:0915(physical association)
P48546,P22888,GIPR,LHCGR,psi-mi:MI:0914(association)
A0A024R759,Q9HBL0,MET,TNS1,psi-mi:MI:0407(direct interaction)
O95863,P68431,SNAI1,HIST1H3A,MI:0915(physical association)
Q9UBK8,Q99707,MTRR,MTR,MI:0407(direct interaction)
O14974,O43293,PPP1R12A,DAPK3,psi-mi:MI:0915(physical association)
P33176,Q92597,KIF5B,NDRG1,-
Q96M98,Q4G0X9,PACRG,CCDC40,MI:0915(physical association)
P00338,P05161,LDHA,ISG15,psi-mi:MI:0915(physical association)
P51946,P29084,CCNH,GTF2E2,-
Q96NG5,P02649,ZNF558,APOE,MI:0407(direct interaction)
A0A024RCU3,Q6A162,ZNF76,KRT40,MI:0915(physical association)
A0A0S2Z480,Q92990,PEX5,GLMN,MI:0915(physical association)
A0A0S2Z480,A0A024R3C7,PEX5,ATM,MI:0915(physical association)
Q8IUC1,Q8WXK3,KRTAP11-1,ASB13,MI:0915(physical association)
Q8IUC1,Q53EP0,KRTAP11-1,FNDC3B,MI:0915(physical association)
Q8IUC1,Q9H0I2,KRTAP11-1,ENKD1,MI:0915(physical association)
Q8IUC1,Q6PEX3,KRTAP11-1,KRTAP26-1,MI:0915(physical association)
Q9BU76,Q92997,C1orf35,DVL3,MI:0915(physical association)
P27658,Q5BKX5,COL8A1,C19orf54,MI:0915(physical association)
Q6WBX8,Q99638,RAD9B,RAD9A,-
A0A024QZU0,Q86VP1,RIPK1,TAX1BP1,-
A0A024RBJ3,O60566,ANAPC7,BUB1B,psi-mi:MI:0915(physical association)
O15085,Q9NZN5,ARHGEF11,ARHGEF12,psi-mi:MI:0914(association)
O15085,Q96P48,ARHGEF11,ARAP1,psi-mi:MI:0914(association)
O15085,Q53QZ3,ARHGEF11,ARHGAP15,psi-mi:MI:0914(association)
O95167,O75438,NDUFA3,NDUFB1,psi-mi:MI:0915(physical association)
Q8NFJ6,P05305,PROKR2,EDN1,psi-mi:MI:0915(physical association)
Q9NYW2,Q9Y2T6,TAS2R8,GPR55,psi-mi:MI:0914(association)
Q8NFJ6,P30556,PROKR2,AGTR1,psi-mi:MI:0914(association)
Q8NFJ6,P35368,PROKR2,ADRA1B,psi-mi:MI:0914(association)
O15085,Q92502,ARHGEF11,STARD8,psi-mi:MI:0914(association)
O95167,P17568,NDUFA3,NDUFB7,psi-mi:MI:0915(physical association)
Q8NFJ6,P21731,PROKR2,TBXA2R,psi-mi:MI:0914(association)
O95167,O95168,NDUFA3,NDUFB4,psi-mi:MI:0915(physical association)
Q9NYW2,B0ZBE2,TAS2R8,AGT,psi-mi:MI:0915(physical association)
O95167,Q9UI09,NDUFA3,NDUFA12,psi-mi:MI:0915(physical association)
Q9NTI5,Q56NI9,PDS5B,ESCO2,psi-mi:MI:0915(physical association)
Q8NFJ6,P28223,PROKR2,HTR2A,psi-mi:MI:0914(association)
Q9NTI5,Q96EE3,PDS5B,SEH1L,psi-mi:MI:0915(physical association)
A0A024RBJ3,A0A024R2S4,ANAPC7,CDC25A,psi-mi:MI:0914(association)
O95167,O95139,NDUFA3,NDUFB6,psi-mi:MI:0915(physical association)
O95167,O43678,NDUFA3,NDUFA2,psi-mi:MI:0915(physical association)
A0A0S2Z480,O00623,PEX5,PEX12,-
Q9BXW9,P38398,FANCD2,BRCA1,-
P31327,Q9NRD1,CPS1,FBXO6,MI:0915(physical association)
Q86VP1,Q9NWW6,TAX1BP1,NMRK1,MI:0915(physical association)
Q9H993,A0A024R5Q7,ARMT1,ADSS,MI:0403(colocalization)
Q9GZT4,Q9GZT4,SRR,SRR,MI:0915(physical association)
P08236,P08236,GUSB,GUSB,MI:0407(direct interaction)
Q53HL2,O95235,CDCA8,KIF20A,MI:0915(physical association)
A0A024R759,Q8IZW8,MET,TNS4,psi-mi:MI:0407(direct interaction)
A0A024RCU3,Q5VWN6,ZNF76,FAM208B,MI:0915(physical association)
Q86YT6,Q9H201,MIB1,EPN3,MI:0915(physical association)
Q8IYT8,Q8TBB1,ULK2,LNX1,MI:0915(physical association)
P51946,A0A024R0V3,CCNH,KLC3,MI:0915(physical association)
Q8N0S2,A0A140VJV5,SYCE1,SPERT,MI:0915(physical association)
Q7Z7G1,Q8NEC7,CLNK,GSTCD,MI:0915(physical association)
Q7Z7G1,Q9UKS6,CLNK,PACSIN3,MI:0915(physical association)
Q02383,P13861,SEMG2,PRKAR2A,-
Q96QK1,P23508,VPS35,MCC,MI:0915(physical association)
Q9HBE1,Q9HBE1,PATZ1,PATZ1,MI:0915(physical association)
Q12983,Q07075,BNIP3,ENPEP,MI:0915(physical association)
O75477,Q12982,ERLIN1,BNIP2,MI:0915(physical association)
P51946,A0A140VK46,CCNH,PSMB4,psi-mi:MI:0914(association)
A0A024R2G2,Q13535,FANCD2,ATR,psi-mi:MI:0915(physical association)
Q53HL2,Q9BZD4,CDCA8,NUF2,psi-mi:MI:0915(physical association)
Q53HL2,G1UI16,CDCA8,PDS5A,psi-mi:MI:0915(physical association)
Q53HL2,Q9BW27,CDCA8,NUP85,psi-mi:MI:0915(physical association)
P25929,Q14330,NPY1R,GPR18,psi-mi:MI:0914(association)
P51946,O15514,CCNH,POLR2D,psi-mi:MI:0915(physical association)
Q9HBE1,F1T0B6,PATZ1,AIPL1,MI:0915(physical association)
O00555,P07942,CACNA1A,LAMB1,psi-mi:MI:0915(physical association)
P29474,Q02108,NOS3,GUCY1A3,psi-mi:MI:0914(association)
A0A0S2Z3Y2,A0A0S2Z3Y2,IFNGR1,IFNGR1,-
Q96QK1,Q96KM6,VPS35,ZNF512B,MI:0915(physical association)
P51946,P49848,CCNH,TAF6,psi-mi:MI:0915(physical association)
O15381,Q14194,NVL,CRMP1,MI:0915(physical association)
P25929,O60503,NPY1R,ADCY9,psi-mi:MI:0914(association)
O75970,O75436,MPDZ,VPS26A,MI:0915(physical association)
Q8NAT1,A0A090N7V8,POMGNT2,FKBP14,MI:0915(physical association)
A0A024QZU0,Q15149,RIPK1,PLEC,psi-mi:MI:0914(association)
O43281,P19174,EFS,PLCG1,psi-mi:MI:0915(physical association)
Q8TBC3,Q02388,SHKBP1,COL7A1,-
P16591,A0A024R499,FER,IRS1,-
P16591,A0A024R5M3,FER,CTTN,-
P16591,P14923,FER,JUP,-
O60504,Q8TDM6,SORBS3,DLG5,MI:0914(association)
Q8NHS3,Q86W33,MFSD8,TPRA1,MI:0915(physical association)
Q8WVZ9,O75596,KBTBD7,CLEC3A,MI:0915(physical association)
P16591,P21860,FER,ERBB3,MI:0407(direct interaction)
P52429,P22234,DGKE,PAICS,MI:0915(physical association)
O75161,Q68CZ1,NPHP4,RPGRIP1L,MI:0915(physical association)
Q9Y3T9,P68431,NOC2L,HIST1H3A,MI:0915(physical association)
P51649,P51649,ALDH5A1,ALDH5A1,MI:0407(direct interaction)
Q9Y3T9,P01106,NOC2L,MYC,MI:0915(physical association)
Q8WVZ9,O00139,KBTBD7,KIF2A,MI:0915(physical association)
O75161,Q16531,NPHP4,DDB1,MI:0915(physical association)
Q8TBC3,Q8TBC3,SHKBP1,SHKBP1,MI:0915(physical association)
Q8TBC3,Q9BS40,SHKBP1,LXN,MI:0915(physical association)
Q9C0H5,O94827,ARHGAP39,PLEKHG5,psi-mi:MI:0914(association)
Q9C0H5,Q9H7P9,ARHGAP39,PLEKHG2,psi-mi:MI:0914(association)
Q9C0H5,Q9UKW4,ARHGAP39,VAV3,psi-mi:MI:0914(association)
Q9C0H5,Q15052,ARHGAP39,ARHGEF6,psi-mi:MI:0914(association)
Q8WVZ9,O43827,KBTBD7,ANGPTL7,MI:0915(physical association)
Q8NHS3,Q8IVM8,MFSD8,SLC22A9,MI:0915(physical association)
Q8WVZ9,Q6ZN55,KBTBD7,ZNF574,MI:0915(physical association)
Q8WVZ9,O75629,KBTBD7,CREG1,MI:0915(physical association)
P23497,Q8TF65,SP100,GIPC2,MI:0407(direct interaction)
Q9NZN5,P35368,ARHGEF12,ADRA1B,psi-mi:MI:0914(association)
Q8NHS3,A8K2H7,MFSD8,C3AR1,MI:0915(physical association)
Q9Y2J4,Q8IYY4,AMOTL2,DZIP1L,MI:0915(physical association)
O60504,Q9H788,SORBS3,SH2D4A,MI:0915(physical association)
Q6PEX3,Q6PEX3,KRTAP26-1,KRTAP26-1,MI:0407(direct interaction)
Q8NEY3,P38398,SPATA4,BRCA1,MI:0407(direct interaction)
Q15466,Q9H2X0,NR0B2,CHRD,MI:0407(direct interaction)
A0A024R759,Q14449,MET,GRB14,psi-mi:MI:0407(direct interaction)
Q9P2S5,Q9NTZ6,WRAP73,RBM12,MI:0915(physical association)
A4D0S4,A0A024R8Y7,LAMB4,METTL18,MI:0403(colocalization)
Q15398,Q14203,DLGAP5,DCTN1,MI:0915(physical association)
Q8WUA4,Q92664,GTF3C2,GTF3A,psi-mi:MI:0915(physical association)
O60504,Q99829,SORBS3,CPNE1,MI:0915(physical association)
O60504,Q9NYB9,SORBS3,ABI2,MI:0915(physical association)
Q15466,P10827,NR0B2,THRA,MI:0407(direct interaction)
Q15466,P55055,NR0B2,NR1H2,MI:0407(direct interaction)
O60504,Q9H0I2,SORBS3,ENKD1,MI:0915(physical association)
Q5XKE5,O95817,KRT79,BAG3,MI:0915(physical association)
A2RUF7,Q9NZM3,PIK3C2B,ITSN2,MI:0407(direct interaction)
Q9UBT2,O75312,UBA2,ZPR1,MI:0403(colocalization)
Q86VP1,Q9BXW4,TAX1BP1,MAP1LC3C,MI:0915(physical association)
A0A1U9X8J1,Q01780,SKIV2L,EXOSC10,MI:0915(physical association)
Q9P2S5,P11586,WRAP73,MTHFD1,MI:0915(physical association)
Q9P2S5,Q13098,WRAP73,GPS1,MI:0915(physical association)
A0A024RD82,A0A024R325,MUT,SUCLG2,psi-mi:MI:0914(association)
Q3SYG4,Q9NQ48,BBS9,LZTFL1,MI:0915(physical association)
Q3SYG4,Q4AC94,BBS9,C2CD3,MI:0915(physical association)
O43900,O00204,PRICKLE3,SULT2B1,MI:0915(physical association)
Q9C035,Q9BXW4,TRIM5,MAP1LC3C,psi-mi:MI:0914(association)
O95837,P05305,GNA14,EDN1,psi-mi:MI:0915(physical association)
O95837,B0ZBE2,GNA14,AGT,psi-mi:MI:0915(physical association)
O95837,Q15077,GNA14,P2RY6,psi-mi:MI:0915(physical association)
Q92621,O95067,NUP205,CCNB2,psi-mi:MI:0915(physical association)
Q9Y620,Q9Y620,RAD54B,RAD54B,MI:0407(direct interaction)
Q86YP4,P68431,GATAD2A,HIST1H3A,MI:0407(direct interaction)
Q9NZN5,P10911,ARHGEF12,MCF2,psi-mi:MI:0914(association)
O60504,P62736,SORBS3,ACTA2,psi-mi:MI:0915(physical association)
Q9NXF7,Q16531,DCAF16,DDB1,MI:0915(physical association)
Q8N635,O14556,MEIOB,GAPDHS,MI:0915(physical association)
Q17RS7,Q66GS9,GEN1,CEP135,MI:0915(physical association)
Q5W0U4,Q06455,BSPRY,RUNX1T1,MI:0915(physical association)
Q9Y2J4,Q8WWW0,AMOTL2,RASSF5,MI:0915(physical association)
Q9Y2J4,O75771,AMOTL2,RAD51D,MI:0915(physical association)
P07766,Q6GPH6,CD3E,ITPRIPL1,MI:0915(physical association)
A8K2M0,P22234,PSMC4,PAICS,MI:0915(physical association)
A0A024R0G8,A0A024R0G8,SIRT2,SIRT2,-
Q8IWL8,Q9UBV8,STH,PEF1,MI:0915(physical association)
Q9Y5B0,P35269,CTDP1,GTF2F1,psi-mi:MI:0914(association)
Q9Y5B0,P51946,CTDP1,CCNH,psi-mi:MI:0915(physical association)
Q14126,Q9UHB6,DSG2,LIMA1,MI:0915(physical association)
Q02410,Q9HAP6,APBA1,LIN7B,MI:0915(physical association)
A0A024R4J5,Q2M1P5,ZNF331,KIF7,MI:0915(physical association)
A0A024QZU0,Q9Y572,RIPK1,RIPK3,MI:0915(physical association)
A8K2H7,A0PK00,C3AR1,TMEM120B,MI:0915(physical association)
A0A024R4J5,Q9HD33,ZNF331,MRPL47,MI:0915(physical association)
A8K2H7,Q00765,C3AR1,REEP5,MI:0915(physical association)
A0A024R4J5,Q96EY7,ZNF331,PTCD3,MI:0915(physical association)
A8K2H7,Q8WVP7,C3AR1,LMBR1,MI:0915(physical association)
P16402,P05362,HIST1H1D,ICAM1,MI:0915(physical association)
P16402,Q6ZS27,HIST1H1D,ZNF662,MI:0915(physical association)
Q14126,P14923,DSG2,JUP,MI:0407(direct interaction)
Q13443,Q9UKS6,ADAM9,PACSIN3,MI:0915(physical association)
A0A024R8H7,Q16531,FBXW5,DDB1,MI:0915(physical association)
Q8N7B9,P00533,EFCAB3,EGFR,MI:0915(physical association)
Q14126,Q02487,DSG2,DSC2,-
B3KNK9,P49759,GOLM1,CLK1,-
B3KNK9,Q9NR50,GOLM1,EIF2B3,-
F1D8N1,O60869,NR1H3,EDF1,-
Q68DD2,P48651,PLA2G4F,PTDSS1,psi-mi:MI:0914(association)
O60841,A0A024R994,EIF5B,CPNE3,MI:0915(physical association)
A0A024R0V3,A0A140VJV5,KLC3,SPERT,MI:0915(physical association)
Q9UI14,Q9UI14,RABAC1,RABAC1,MI:0407(direct interaction)
P21549,O43281,AGXT,EFS,MI:0915(physical association)
O95602,O15160,POLR1A,POLR1C,MI:0403(colocalization)
Q9UI14,P04196,RABAC1,HRG,MI:0407(direct interaction)
P13797,A0A0S2Z377,PLS3,ANXA6,MI:0403(colocalization)
A0A024QYV7,O60493,ARL6IP1,SNX3,MI:0407(direct interaction)
P26639,P05161,TARS,ISG15,MI:0915(physical association)
Q6SJ93,O95817,FAM111B,BAG3,MI:0915(physical association)
Q5U5X0,Q5U5X0,LYRM7,LYRM7,MI:0915(physical association)
Q8IZF4,Q9H3S5,ADGRG5,PIGM,MI:0915(physical association)
P26639,P00533,TARS,EGFR,MI:0915(physical association)
Q9UI14,E5KQS5,RABAC1,SNX15,MI:0407(direct interaction)
A0A024QYV7,A0A024R5Y1,ARL6IP1,SPG21,MI:0407(direct interaction)
Q99963,Q93033,SH3GL3,CD101,-
O60841,A0A140VJY2,EIF5B,TRAP1,MI:0915(physical association)
O14556,Q9NZS2,GAPDHS,KLRF1,MI:0915(physical association)
P19012,A0A024R7H3,KRT15,USHBP1,MI:0915(physical association)
A8K2H7,P08908,C3AR1,HTR1A,psi-mi:MI:0914(association)
A8K2H7,P25929,C3AR1,NPY1R,psi-mi:MI:0914(association)
A8K2H7,P43115,C3AR1,PTGER3,psi-mi:MI:0914(association)
A8K2H7,P41145,C3AR1,OPRK1,psi-mi:MI:0914(association)
O14556,Q5T5D7,GAPDHS,ZNF684,MI:0915(physical association)
P21359,Q8TEJ3,NF1,SH3RF3,MI:0915(physical association)
P19012,Q8IWZ5,KRT15,TRIM42,MI:0915(physical association)
P21359,Q5TCZ1,NF1,SH3PXD2A,MI:0915(physical association)
A8K2H7,Q9Y5Q6,C3AR1,INSL5,psi-mi:MI:0915(physical association)
O95273,Q96PE1,CCNDBP1,ADGRA2,MI:0915(physical association)
O95273,Q8NHY3,CCNDBP1,GAS2L2,MI:0915(physical association)
P19012,P78385,KRT15,KRT83,MI:0915(physical association)
A8K2H7,Q99705,C3AR1,MCHR1,psi-mi:MI:0914(association)
A8K2H7,P10082,C3AR1,PYY,psi-mi:MI:0915(physical association)
A8K2H7,P21917,C3AR1,DRD4,psi-mi:MI:0914(association)
A8K2H7,Q8TDS5,C3AR1,OXER1,psi-mi:MI:0914(association)
A0A024QZE6,A0A0S2Z3Y2,C16orf58,IFNGR1,MI:0915(physical association)
P07766,P19174,CD3E,PLCG1,psi-mi:MI:0915(physical association)
P60411,A0A024R4A2,KRTAP10-11,ALPI,MI:0407(direct interaction)
P60411,P15151,KRTAP10-11,PVR,MI:0915(physical association)
P60411,Q9NP91,KRTAP10-11,SLC6A20,MI:0915(physical association)
P60411,Q9UQ90,KRTAP10-11,SPG7,MI:0915(physical association)
P60411,Q07627,KRTAP10-11,KRTAP1-1,MI:0915(physical association)
Q9Y251,P04626,HPSE,ERBB2,MI:0915(physical association)
P41145,P43115,OPRK1,PTGER3,psi-mi:MI:0914(association)
P41145,Q9H3N8,OPRK1,HRH4,psi-mi:MI:0914(association)
P41145,Q9NYW0,OPRK1,TAS2R10,psi-mi:MI:0914(association)
P78396,P33991,CCNA1,MCM4,-
Q9HAV0,O43306,GNB4,ADCY6,psi-mi:MI:0914(association)
Q0JRZ9,Q0JRZ9,FCHO2,FCHO2,MI:0407(direct interaction)
Q5XKE5,P22681,KRT79,CBL,MI:0915(physical association)
O60841,P06737,EIF5B,PYGL,MI:0915(physical association)
Q9Y251,Q9Y251,HPSE,HPSE,MI:0915(physical association)
Q96FL8,Q9UHP7,SLC47A1,CLEC2D,MI:0915(physical association)
Q96J88,A0A0S2Z4M2,EPSTI1,PPM1D,MI:0407(direct interaction)
Q92614,Q14126,MYO18A,DSG2,MI:0915(physical association)
Q92614,Q9ULV0,MYO18A,MYO5B,MI:0915(physical association)
Q92614,Q92828,MYO18A,CORO2A,MI:0915(physical association)
Q92614,Q86V48,MYO18A,LUZP1,MI:0915(physical association)
P78396,O43294,CCNA1,TGFB1I1,MI:0915(physical association)
Q7Z401,Q9NRR6,DENND4A,INPP5E,MI:0915(physical association)
Q68CZ1,Q68CZ1,RPGRIP1L,RPGRIP1L,MI:0915(physical association)
P13861,O60503,PRKAR2A,ADCY9,psi-mi:MI:0914(association)
P78396,Q9H211,CCNA1,CDT1,MI:0915(physical association)
P78396,O75604,CCNA1,USP2,MI:0915(physical association)
Q13133,A0A024RCU2,NR1H3,GPANK1,MI:0915(physical association)
P54252,Q14CB8,ATXN3,ARHGAP19,MI:0407(direct interaction)
Q13332,Q13432,PTPRS,UNC119,MI:0915(physical association)
A0A024QYV7,P35914,ARL6IP1,HMGCL,MI:0407(direct interaction)
P35269,O94763,GTF2F1,URI1,MI:0915(physical association)
A0A024R6L5,A0A024R3C7,TDP1,ATM,MI:0403(colocalization)
P78396,Q7L590,CCNA1,MCM10,psi-mi:MI:0914(association)
Q5XKE5,A1A4E9,KRT79,KRT13,MI:0915(physical association)
Q9UBT2,P23508,UBA2,MCC,MI:0915(physical association)
Q5GAN3,P05090,RNASE13,APOD,MI:0915(physical association)
P11171,A8K2M0,EPB41,PSMC4,MI:0915(physical association)
O00206,A0A0S2Z4Z8,TLR4,RIPK2,-
Q9UI14,P01112,RABAC1,HRAS,-
Q9NZQ3,Q96FN4,NCKIPSD,CPNE2,MI:0915(physical association)
Q86XA0,Q9NYU2,METTL23,UGGT1,psi-mi:MI:0914(association)
O43852,A0A024QZB8,CALU,CLN3,MI:0915(physical association)
A0A024R8D6,A1A4S6,PKN3,ARHGAP10,-
A0A024R8D6,Q13393,PKN3,PLD1,-
A0A024R371,P51681,ARL6IP5,CCR5,-
Q9H147,P68431,DNTTIP1,HIST1H3A,MI:0915(physical association)
Q9UI14,P16473,RABAC1,TSHR,-
P55210,P15924,CASP7,DSP,-
O95059,P78346,RPP14,RPP30,-
O75807,J3KNX4,PPP1R15A,MUM1,MI:0915(physical association)
O00206,Q15399,TLR4,TLR1,MI:0915(physical association)
O75807,Q5JVS0,PPP1R15A,HABP4,MI:0407(direct interaction)
A0A024R8D6,A0A024R8D6,PKN3,PKN3,-
O00206,O00206,TLR4,TLR4,MI:0915(physical association)
P06737,P11216,PYGL,PYGB,MI:0407(direct interaction)
P05166,P05166,PCCB,PCCB,-
Q15139,Q99814,PRKD1,EPAS1,-
O00206,P02765,TLR4,AHSG,psi-mi:MI:0915(physical association)
Q9HC29,Q676U5,NOD2,ATG16L1,psi-mi:MI:0915(physical association)
Q9NZN5,Q9H7P9,ARHGEF12,PLEKHG2,psi-mi:MI:0914(association)
Q9UNH6,P19174,SNX7,PLCG1,MI:0915(physical association)
O60566,Q6XZF7,BUB1B,DNMBP,MI:0915(physical association)
Q96CD2,Q9HAB8,PPCDC,PPCS,psi-mi:MI:0914(association)
P11055,O75923,MYH3,DYSF,MI:0915(physical association)
Q9BXL5,Q9Y2T1,HEMGN,AXIN2,MI:0915(physical association)
Q969K7,Q9Y666,TMEM54,SLC12A7,MI:0915(physical association)
O00206,Q13158,TLR4,FADD,psi-mi:MI:0915(physical association)
O00206,A0A024QZJ2,TLR4,UBE2D1,psi-mi:MI:0915(physical association)
O00206,A0A024RA73,TLR4,NOD1,psi-mi:MI:0914(association)
A0A024RD82,P04629,MUT,NTRK1,MI:0915(physical association)
O95059,P06576,RPP14,ATP5B,MI:0407(direct interaction)
P30408,A0A024RCQ1,TM4SF1,DDR1,-
O95059,O95059,RPP14,RPP14,-
P29474,G4XH65,NOS3,ESR1,MI:0915(physical association)
Q567U6,Q9NNX1,CCDC93,TUFT1,MI:0915(physical association)
P35658,Q8NFH4,NUP214,NUP37,psi-mi:MI:0915(physical association)
P35658,P35658,NUP214,NUP214,psi-mi:MI:0915(physical association)
Q9NZQ3,Q13094,NCKIPSD,LCP2,psi-mi:MI:0914(association)
Q96RS0,P21439,TGS1,ABCB4,psi-mi:MI:0914(association)
Q96RS0,P57678,TGS1,GEMIN4,psi-mi:MI:0915(physical association)
P06737,P36871,PYGL,PGM1,psi-mi:MI:0914(association)
Q96RS0,Q8IVF5,TGS1,TIAM2,psi-mi:MI:0914(association)
Q14678,Q9UQB8,KANK1,BAIAP2,-
H9KVB3,H9KVB3,OTOG,OTOG,-
P0C7M8,O43427,CLEC2L,FIBP,psi-mi:MI:0915(physical association)
A0A140VKC1,A0A024R9N6,DGKQ,EHD4,MI:0403(colocalization)
G1UCX3,P00533,SAAL1,EGFR,MI:0915(physical association)
Q06830,A0A087WVR4,PRDX1,MYC,MI:0407(direct interaction)
G1UCX3,Q6AZY7,SAAL1,SCARA3,MI:0915(physical association)
P46940,Q9ULV0,IQGAP1,MYO5B,MI:0915(physical association)
A0A024QZU0,Q13489,RIPK1,BIRC3,psi-mi:MI:0915(physical association)
Q7Z494,Q6ZMY9,NPHP3,ZNF517,MI:0915(physical association)
Q7Z494,Q96CT2,NPHP3,KLHL29,MI:0915(physical association)
Q9NX76,P40967,CMTM6,PMEL,MI:0915(physical association)
A0A140VKC1,P61586,DGKQ,RHOA,MI:0915(physical association)
O60841,Q9UBQ5,EIF5B,EIF3K,psi-mi:MI:0914(association)
A0A024QYV7,Q96CM8,ARL6IP1,ACSF2,MI:0915(physical association)
O75154,O75154,RAB11FIP3,RAB11FIP3,MI:0407(direct interaction)
P46940,O60500,IQGAP1,NPHS1,-
A0A024R726,A0A024R739,PRMT7,POT1,psi-mi:MI:0915(physical association)
A0A024RD67,Q92830,SUPT3H,KAT2A,MI:0915(physical association)
Q9BXC0,O43306,HCAR1,ADCY6,psi-mi:MI:0914(association)
P07585,P38398,DCN,BRCA1,MI:0407(direct interaction)
Q9NX76,Q9UBC3,CMTM6,DNMT3B,MI:0915(physical association)
Q9H0I3,Q8NB12,CCDC113,SMYD1,MI:0407(direct interaction)
Q9BWE0,Q96GW7,REPIN1,BCAN,MI:0915(physical association)
P07585,Q6TDP4,DCN,KLHL17,MI:0915(physical association)
Q14232,P43115,EIF2B1,PTGER3,MI:0915(physical association)
Q9P0T4,Q96JN2,ZNF581,CCDC136,MI:0915(physical association)
Q14232,O00567,EIF2B1,NOP56,MI:0915(physical association)
P23470,Q6PEY0,PTPRG,GJB7,MI:0915(physical association)
Q9BWE0,B1AVT0,REPIN1,CLK2,MI:0915(physical association)
Q9P0T4,Q92922,ZNF581,SMARCC1,MI:0915(physical association)
Q14152,P23508,EIF3A,MCC,MI:0915(physical association)
P18146,O95727,EGR1,CRTAM,psi-mi:MI:0915(physical association)
Q15052,Q13444,ARHGEF6,ADAM15,psi-mi:MI:0915(physical association)
A0A140VKC1,P24723,DGKQ,PRKCH,psi-mi:MI:0914(association)
O15534,O15534,PER1,PER1,psi-mi:MI:0915(physical association)
Q6ZP82,Q9NRI5,CCDC141,DISC1,MI:0915(physical association)
A4D1B1,Q9P086,CD36,MED11,psi-mi:MI:0914(association)
Q8N3E9,P12757,PLCD3,SKIL,-
P54252,P54252,ATXN3,ATXN3,MI:0407(direct interaction)
A0A024QZR5,Q9P2F8,AP3M1,SIPA1L2,MI:0407(direct interaction)
Q9Y548,A0A024RCQ4,YIPF1,RNF5,MI:0915(physical association)
Q9H5Z6,Q8IWZ5,FAM124B,TRIM42,MI:0915(physical association)
Q8WYA0,P04629,IFT81,NTRK1,MI:0915(physical association)
Q9NWB7,Q9UG01,IFT57,IFT172,MI:0915(physical association)
Q14232,Q9UBQ5,EIF2B1,EIF3K,psi-mi:MI:0914(association)
P07585,Q93063,DCN,EXT2,psi-mi:MI:0914(association)
P57740,Q02224,NUP107,CENPE,psi-mi:MI:0915(physical association)
Q9UBD5,A0A024R1S2,ORC3,CDC6,-
P57740,Q9BPU9,NUP107,B9D2,psi-mi:MI:0915(physical association)
P57740,Q8WXD5,NUP107,GEMIN6,psi-mi:MI:0914(association)
P57740,Q10570,NUP107,CPSF1,psi-mi:MI:0914(association)
P57740,G1UI16,NUP107,PDS5A,psi-mi:MI:0915(physical association)
O43306,A0A024RAH7,ADCY6,CNR2,psi-mi:MI:0914(association)
P07585,Q9P2E5,DCN,CHPF2,psi-mi:MI:0915(physical association)
A0A024R7R9,Q5W0U4,SLC34A1,BSPRY,-
O43306,A0A0S2Z3H8,ADCY6,GNAS,psi-mi:MI:0915(physical association)
O43306,P21917,ADCY6,DRD4,psi-mi:MI:0914(association)
O43306,Q8TDS5,ADCY6,OXER1,psi-mi:MI:0914(association)
O43306,P47872,ADCY6,SCTR,psi-mi:MI:0914(association)
O43306,Q14123,ADCY6,PDE1C,psi-mi:MI:0914(association)
Q9Y265,Q15906,RUVBL1,VPS72,MI:0915(physical association)
Q9BXW4,Q9Y4P1,MAP1LC3C,ATG4B,MI:0407(direct interaction)
O76013,Q13227,KRT36,GPS2,MI:0915(physical association)
A4D2F2,Q99638,HUS1,RAD9A,-
Q68CZ6,Q0VDD7,HAUS3,C19orf57,MI:0407(direct interaction)
A4D2F2,O43829,HUS1,ZBTB14,MI:0915(physical association)
Q9H0A0,P46777,NAT10,RPL5,MI:0403(colocalization)
P21359,P62380,NF1,TBPL1,-
Q6PI48,O75593,DARS2,FOXH1,MI:0915(physical association)
Q9H6F5,A0A024R6C9,CCDC86,DLST,MI:0407(direct interaction)
O00241,O00241,SIRPB1,SIRPB1,psi-mi:MI:0915(physical association)
A0A024R8B2,Q96C03,NCS1,MIEF2,MI:0915(physical association)
Q9UBD5,P45973,ORC3,CBX5,MI:0407(direct interaction)
P09238,P09238,MMP10,MMP10,-
Q15942,Q9UNE2,ZYX,RPH3AL,-
Q7Z5A8,P12110,FAM19A3,COL6A2,MI:0915(physical association)
Q8WXI7,Q86SR1,MUC16,GALNT10,psi-mi:MI:0915(physical association)
Q6AI08,G4XH65,HEATR6,ESR1,-
Q14511,P51955,NEDD9,NEK2,-
Q9Y265,Q6P0N0,RUVBL1,MIS18BP1,psi-mi:MI:0915(physical association)
Q96PD4,Q96PD4,IL17F,IL17F,-
P49137,Q96BK5,MAPKAPK2,PINX1,MI:0915(physical association)
P63252,P63252,KCNJ2,KCNJ2,MI:0915(physical association)
B3KPG7,Q9NQ92,USP39,COPRS,MI:0915(physical association)
P07948,P00533,LYN,EGFR,psi-mi:MI:0915(physical association)
Q15942,Q96HC4,ZYX,PDLIM5,MI:0915(physical association)
Q9H5Z6,Q8N8K9,FAM124B,KIAA1958,MI:0915(physical association)
Q9GZX3,Q8NCG5,CHST6,CHST4,MI:0915(physical association)
Q15139,P24723,PRKD1,PRKCH,-
